configuration_id,experiment,blocks,classifier,C,k,repeat,fold,risk_weighted_f1,risk_macro_f1,accuracy
early_fusion_all__logistic_regression__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,128,1,4,0.6183229520373994,0.5386437741324284,0.6185897435897436
early_fusion_all__logistic_regression__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,128,2,0,0.6010381738812336,0.5045957517319356,0.5835694050991501
early_fusion_all__logistic_regression__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,128,2,1,0.584177501196123,0.5291774615060487,0.5802469135802469
early_fusion_all__logistic_regression__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,128,2,2,0.6564334286110859,0.5242408409430659,0.6474164133738601
early_fusion_all__logistic_regression__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,128,2,3,0.6028358745004994,0.551619792646368,0.5981012658227848
early_fusion_all__logistic_regression__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,128,2,4,0.6057971686675853,0.5479469353035866,0.6006389776357828
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,0,0,0.6237886245757893,0.5256918770040595,0.6132075471698113
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,0,1,0.5824988049247045,0.4838466466269157,0.5804878048780487
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,0,2,0.6234772208842512,0.530261626275591,0.6257668711656442
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,0,3,0.5405517603969622,0.4920954143306298,0.5397350993377483
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,0,4,0.5672303874464124,0.48056699369388745,0.5734767025089605
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,1,0,0.5666149915848262,0.46346760486795086,0.5722543352601156
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,1,1,0.633278145150807,0.5293519212756962,0.6156462585034014
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,1,2,0.613567601163394,0.571970128864316,0.6158536585365854
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,1,3,0.6259694211786517,0.5551926419504086,0.6225352112676056
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,1,4,0.5949393786709871,0.5210531302957491,0.6121794871794872
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,2,0,0.6149507381397725,0.4822594130196621,0.5977337110481586
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,2,1,0.592582534807581,0.4883849855902156,0.5925925925925926
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,2,2,0.663470897395792,0.5173768338564972,0.6565349544072948
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,2,3,0.5910829086498883,0.5418266004318311,0.5949367088607594
early_fusion_all__linear_svm__C0.25__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,64,2,4,0.6057516581763629,0.5489792247738706,0.6070287539936102
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,0,0,0.6128667257807182,0.4727603203071927,0.6037735849056604
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,0,1,0.5850555641129684,0.47369995266695025,0.5853658536585366
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,0,2,0.6223404610404752,0.5117621525220325,0.6165644171779141
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,0,3,0.5755771899000749,0.5318649092713184,0.5794701986754967
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,0,4,0.6079571319101141,0.5335925413704737,0.6057347670250897
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,1,0,0.577549072251059,0.4642481057216156,0.5664739884393064
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,1,1,0.6278061335514752,0.5122021477999739,0.6224489795918368
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,1,2,0.648745377515908,0.6151314918619571,0.6524390243902439
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,1,3,0.6048023419731932,0.5087068728373076,0.6056338028169014
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,1,4,0.6251445220183379,0.5467972913785722,0.6346153846153846
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,2,0,0.5846633223249682,0.4918310442962085,0.5750708215297451
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,2,1,0.5631966959631929,0.4794000925604536,0.5617283950617284
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,2,2,0.6454801816607132,0.4962518251981644,0.6382978723404256
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,2,3,0.6110473305263481,0.5599465477863887,0.6139240506329114
early_fusion_all__linear_svm__C0.25__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,128,2,4,0.608919392563177,0.5450035325409359,0.6134185303514377
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,0,0,0.6178452296221284,0.5099450452562778,0.6069182389937107
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,0,1,0.5826106115168972,0.48322401678791527,0.5804878048780487
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,0,2,0.6216829288259684,0.527296320968373,0.6226993865030674
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,0,3,0.5332903545378022,0.48759808195292065,0.5298013245033113
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,0,4,0.5522875820887624,0.4726099382662301,0.5591397849462365
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,1,0,0.5598079663045628,0.4551359489619616,0.5664739884393064
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,1,1,0.6228829037633348,0.5215230772135527,0.6054421768707483
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,1,2,0.6087053168910539,0.5649287201584309,0.6097560975609756
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,1,3,0.639616683649338,0.558384512808955,0.6338028169014085
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,1,4,0.5869282944448231,0.5137056374232868,0.6025641025641025
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,2,0,0.6062335356395049,0.47516658596758204,0.5892351274787535
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,2,1,0.5789911373244706,0.4692072342072342,0.5802469135802469
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,2,2,0.6537315155889578,0.5074744914376454,0.6443768996960486
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,2,3,0.5631334418482912,0.5120777862531979,0.5664556962025317
early_fusion_all__linear_svm__C1__k64,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,64,2,4,0.5943730327940412,0.5447981417222811,0.5942492012779552
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,0,0,0.6180384044798262,0.4745847176079734,0.6069182389937107
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,0,1,0.5820286911733511,0.47829911212298254,0.5804878048780487
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,0,2,0.6240332149893052,0.5207209115214734,0.6196319018404908
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,0,3,0.5792801651541568,0.5348336709989493,0.5827814569536424
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,0,4,0.5903654383965463,0.5203149201653127,0.5878136200716846
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,1,0,0.5764414821805408,0.46011314247921387,0.5635838150289018
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,1,1,0.6014584075029354,0.4898291252531914,0.5952380952380952
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,1,2,0.6409146648027567,0.6077452303458496,0.6432926829268293
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,1,3,0.6012124626628286,0.49123915266427687,0.6
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,1,4,0.6060432436072916,0.5242893959266833,0.6153846153846154
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,2,0,0.5847910605794512,0.49362814465408805,0.5750708215297451
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,2,1,0.548635408020851,0.4588496431469652,0.5462962962962963
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,2,2,0.645930047493668,0.4943998692890845,0.6382978723404256
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,2,3,0.6108457350726247,0.5629014686140437,0.6107594936708861
early_fusion_all__linear_svm__C1__k128,early_fusion_all,post_embedding;zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,128,2,4,0.5927192561503919,0.5284580436302101,0.5942492012779552
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,0,0,0.6150401238194967,0.49085113339824693,0.5880503144654088
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,0,1,0.5879890242665732,0.4905722526523415,0.5804878048780487
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,0,2,0.62088872159383,0.5068063385994842,0.6073619631901841
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,0,3,0.5438655856527583,0.4926093779354397,0.5331125827814569
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,0,4,0.5800129143259026,0.5199068070234629,0.5698924731182796
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,1,0,0.5982820865510264,0.48035405030979483,0.5809248554913294
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,1,1,0.6111103081238455,0.5094927194021318,0.5816326530612245
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,1,2,0.6010488930043609,0.5710613893406667,0.600609756097561
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,1,3,0.6219598236352073,0.5358669065910977,0.6056338028169014
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,1,4,0.6066198226307302,0.5322992291437948,0.6153846153846154
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,2,0,0.5927370450546888,0.4984821723448744,0.5750708215297451
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,2,1,0.6092888073951814,0.5057108967729501,0.5864197530864198
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,2,2,0.6213175047768089,0.5091384462689438,0.6048632218844985
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,2,3,0.5475055931949637,0.4908714940775226,0.5411392405063291
early_fusion_complementary__logistic_regression__C0.25__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,64,2,4,0.5988268696309914,0.5297652582159624,0.5878594249201278
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,0,0,0.6048135602386283,0.4927466888565287,0.5880503144654088
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,0,1,0.6274478584367591,0.5219394114504271,0.6121951219512195
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,0,2,0.6419150541304736,0.539512570488596,0.6349693251533742
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,0,3,0.5562325181569343,0.519916101547557,0.5529801324503312
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,0,4,0.6027314842693489,0.5342108112297113,0.5878136200716846
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,1,0,0.5634365256878726,0.4489019448092331,0.5491329479768786
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,1,1,0.6485769906943022,0.5618250344277741,0.6360544217687075
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,1,2,0.6548790612370642,0.6201887091813858,0.6524390243902439
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,1,3,0.605226157284864,0.49539727734310113,0.5943661971830986
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,1,4,0.6335736217563949,0.5746298519407763,0.6314102564102564
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,2,0,0.6354253625469292,0.527938808373591,0.6203966005665722
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,2,1,0.5898142609189297,0.5401858710400019,0.5895061728395061
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,2,2,0.6696602542829805,0.5304831503558519,0.6534954407294833
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,2,3,0.5792602593998049,0.5354474408691277,0.5759493670886076
early_fusion_complementary__logistic_regression__C0.25__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,128,2,4,0.5938774287553873,0.5285401126081212,0.5846645367412141
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,0,0,0.6228443173662126,0.4958389025820877,0.5911949685534591
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,0,1,0.5823306981017116,0.48741721737287286,0.5756097560975609
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,0,2,0.6151224876366215,0.5027472874859439,0.6012269938650306
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,0,3,0.5366448382256971,0.4859912488944747,0.5264900662251656
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,0,4,0.556780416992483,0.5012819217459396,0.5483870967741935
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,1,0,0.5896134869243503,0.46672098178445254,0.5722543352601156
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,1,1,0.6040442106469055,0.49811842305805487,0.5714285714285714
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,1,2,0.6026008939650236,0.5795893845333777,0.6036585365853658
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,1,3,0.6136550847174398,0.5228123811162693,0.5971830985915493
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,1,4,0.617535638875045,0.5385755813387393,0.6282051282051282
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,2,0,0.5905382177866814,0.4813292450005221,0.5722379603399433
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,2,1,0.5946512001929959,0.4840001608298822,0.5709876543209876
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,2,2,0.6360174866455238,0.5177241698569339,0.6170212765957447
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,2,3,0.5521419533280321,0.4964426975020714,0.5474683544303798
early_fusion_complementary__logistic_regression__C1__k64,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,64,2,4,0.6146545008206131,0.544987326897232,0.6038338658146964
early_fusion_complementary__logistic_regression__C1__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,128,0,0,0.5858886529955001,0.4721087550277583,0.5691823899371069
early_fusion_complementary__logistic_regression__C1__k128,early_fusion_complementary,post_embedding;zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,128,0,1,0.6096973267704975,0.5139065139065139,0.5975609756097561
