configuration_id,experiment,blocks,classifier,C,k,repeat,fold,risk_weighted_f1,risk_macro_f1,accuracy
single__zero_shot__individual__sentence__linear_svm__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,linear_svm,1.0,all,2,1,0.5462709175458572,0.4423536410516466,0.5432098765432098
single__zero_shot__individual__sentence__linear_svm__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,linear_svm,1.0,all,2,2,0.6218027141929108,0.4358863694211126,0.6231003039513677
single__zero_shot__individual__sentence__linear_svm__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,linear_svm,1.0,all,2,3,0.479103204813326,0.42484906408194395,0.49050632911392406
single__zero_shot__individual__sentence__linear_svm__C1__kall,single__zero_shot__individual__sentence,zero_shot__individual__sentence,linear_svm,1.0,all,2,4,0.5190298473180596,0.4463901131532883,0.5143769968051118
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,0,0,0.6169351591754157,0.48542304441419554,0.5943396226415094
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,0,1,0.549481462840646,0.4703987078357884,0.5365853658536586
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,0,2,0.6173911617635837,0.5038964889752333,0.598159509202454
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,0,3,0.4735331355309665,0.4008909426810124,0.45695364238410596
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,0,4,0.5330048461542163,0.44889315234807853,0.5197132616487455
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,1,0,0.5531076351626526,0.43420860414573637,0.5433526011560693
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,1,1,0.5464897033353262,0.46225908213188044,0.5
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,1,2,0.5267308099822752,0.4558774226770239,0.5213414634146342
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,1,3,0.6067006047665636,0.49392979710456003,0.5943661971830986
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,1,4,0.5733100464718112,0.4911444532768062,0.5673076923076923
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,2,0,0.5562379050395094,0.44675693532435107,0.5240793201133145
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,2,1,0.5492979443055416,0.46650417300180286,0.5308641975308642
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,2,2,0.6263402260166543,0.471899285819228,0.6139817629179332
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,2,3,0.5448463226485145,0.4867202589859443,0.5474683544303798
single__meta_prompting__macro__sentence__logistic_regression__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,0.25,all,2,4,0.59505162980637,0.525612390632462,0.5750798722044729
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,0,0,0.6128227580934474,0.48095558959433077,0.5911949685534591
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,0,1,0.5452738666559027,0.461404668793191,0.5317073170731708
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,0,2,0.6165101714653358,0.513181681874652,0.6012269938650306
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,0,3,0.47051004211972886,0.3976160935288862,0.45364238410596025
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,0,4,0.5315978085525519,0.4423323867612564,0.5197132616487455
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,1,0,0.5446453561685168,0.4134561296661228,0.5317919075144508
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,1,1,0.5190754425668234,0.4414282196136586,0.47619047619047616
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,1,2,0.52498329282462,0.4517000509318945,0.5213414634146342
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,1,3,0.6098776019545709,0.4969585891416877,0.5943661971830986
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,1,4,0.5966758034457524,0.5325804430430916,0.5897435897435898
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,2,0,0.567261554013762,0.46988999562528977,0.5382436260623229
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,2,1,0.5406779658025714,0.4578443215065138,0.5246913580246914
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,2,2,0.6210654403615029,0.46279991213659843,0.6048632218844985
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,2,3,0.5378547563814505,0.4748548695522279,0.5411392405063291
single__meta_prompting__macro__sentence__logistic_regression__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,logistic_regression,1.0,all,2,4,0.581491779324916,0.5139556594384145,0.5654952076677316
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,0,0,0.6079785695042499,0.44327959494300007,0.6037735849056604
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,0,1,0.5529951749984945,0.4689086470441368,0.5609756097560976
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,0,2,0.620528191056469,0.49807707628231085,0.6226993865030674
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,0,3,0.4862246976569648,0.40780095416276685,0.4900662251655629
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,0,4,0.5349059731893326,0.42731305344190806,0.5412186379928315
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,1,0,0.5482474422565615,0.4017707480182342,0.5578034682080925
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,1,1,0.5597752201669228,0.47853688608191247,0.5408163265306123
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,1,2,0.5113737918645955,0.42851234865849813,0.5274390243902439
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,1,3,0.6094501806608792,0.4790935448763732,0.6197183098591549
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,1,4,0.5660821195662955,0.4664131302640782,0.5833333333333334
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,2,0,0.5881465529356973,0.4619966725280839,0.5807365439093485
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,2,1,0.5329351498034034,0.42406337365022306,0.5277777777777778
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,2,2,0.6295173980339491,0.4473764321788638,0.6322188449848024
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,2,3,0.538591533167167,0.4602142513011233,0.5632911392405063
single__meta_prompting__macro__sentence__linear_svm__C0.25__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,0.25,all,2,4,0.5409140808279786,0.45130435899358934,0.5463258785942492
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,0,0,0.6042804520608863,0.4404360384668604,0.60062893081761
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,0,1,0.5421032578578786,0.46178975507682357,0.551219512195122
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,0,2,0.624358363895761,0.5110677779740574,0.6257668711656442
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,0,3,0.4824157567288844,0.4054221843816358,0.4867549668874172
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,0,4,0.537943102875618,0.4288345571387324,0.5483870967741935
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,1,0,0.5495174828855265,0.4037264046191428,0.5578034682080925
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,1,1,0.5557804429478594,0.4687178932972502,0.5340136054421769
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,1,2,0.5057055520885358,0.4169322930996082,0.5213414634146342
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,1,3,0.6018673533173666,0.47036666630881036,0.6112676056338028
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,1,4,0.5865162413066242,0.49235953272277416,0.6057692307692307
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,2,0,0.5859383737686025,0.46101225136086643,0.5779036827195467
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,2,1,0.5421819658173254,0.4387070301942228,0.5370370370370371
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,2,2,0.628372457536962,0.45499357450576966,0.6291793313069909
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,2,3,0.5304758777194416,0.45325520468365016,0.5537974683544303
single__meta_prompting__macro__sentence__linear_svm__C1__kall,single__meta_prompting__macro__sentence,meta_prompting__macro__sentence,linear_svm,1.0,all,2,4,0.5399669047539917,0.45079338157696364,0.5463258785942492
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,0,0,0.5915681504750022,0.4379953287114254,0.5660377358490566
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,0,1,0.4991809140198549,0.422505204573748,0.48292682926829267
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,0,2,0.5607050707784754,0.43315892984485777,0.549079754601227
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,0,3,0.4933360588445041,0.43775967771145285,0.4768211920529801
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,0,4,0.5212613531507396,0.42838585954512476,0.5053763440860215
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,1,0,0.5300877673631186,0.41065842010223935,0.5057803468208093
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,1,1,0.48553385856133674,0.4016404528359424,0.4523809523809524
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,1,2,0.5073405725044114,0.44310492868344037,0.5030487804878049
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,1,3,0.6288851340642403,0.5150431370903812,0.6169014084507042
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,1,4,0.5537982199733816,0.4926202224386094,0.5480769230769231
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,2,0,0.5311479324331749,0.40344988050372277,0.5014164305949008
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,2,1,0.570694639028912,0.500604469457454,0.5555555555555556
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,2,2,0.6394874684227818,0.47051558939102983,0.6231003039513677
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,2,3,0.5065174001031705,0.4493547544409614,0.5031645569620253
single__meta_prompting__individual__sentence__logistic_regression__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,0.25,all,2,4,0.5015118798428263,0.4284195402298851,0.4792332268370607
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,0,0,0.590266904717862,0.43930540966386555,0.5660377358490566
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,0,1,0.5113744237182751,0.4307602663367919,0.4926829268292683
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,0,2,0.5808630003497941,0.4612504198219032,0.5644171779141104
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,0,3,0.4849988212349172,0.42935275080906143,0.47019867549668876
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,0,4,0.5137806197693527,0.42008658836297186,0.4982078853046595
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,1,0,0.5281669091865564,0.4100290856268521,0.5057803468208093
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,1,1,0.4951358591004394,0.4098742143434881,0.46258503401360546
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,1,2,0.516549747810881,0.45308065223553406,0.5091463414634146
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,1,3,0.6225444870599502,0.5124200695013701,0.6112676056338028
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,1,4,0.545213531363809,0.4869372527767034,0.5384615384615384
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,2,0,0.5391254111196137,0.4116938141417946,0.5070821529745042
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,2,1,0.5619520324152043,0.489913511025474,0.5462962962962963
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,2,2,0.6312500555191015,0.46357595809208707,0.6170212765957447
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,2,3,0.5063790829392831,0.44813185278301554,0.5
single__meta_prompting__individual__sentence__logistic_regression__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,logistic_regression,1.0,all,2,4,0.5020257227106169,0.43262875222674213,0.4792332268370607
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,0,0,0.6147072267355286,0.4427135364635364,0.610062893081761
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,0,1,0.5235429405172868,0.42514133004419774,0.526829268292683
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,0,2,0.5535837884171041,0.4247247147391198,0.5613496932515337
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,0,3,0.4993448954990485,0.4261111487015101,0.5066225165562914
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,0,4,0.5253115359222075,0.412920804901937,0.5304659498207885
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,1,0,0.5472698353205353,0.41524998999782425,0.5433526011560693
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,1,1,0.5323088256082108,0.4461520508781142,0.5238095238095238
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,1,2,0.5228556318371634,0.44969115604660426,0.5335365853658537
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,1,3,0.6253755008684586,0.48496642246642246,0.6309859154929578
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,1,4,0.5409005919261337,0.4563002593381851,0.5480769230769231
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,2,0,0.543352390680989,0.413546629054331,0.5325779036827195
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,2,1,0.5642310340588992,0.46796867101998896,0.558641975308642
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,2,2,0.6389029519982685,0.44213106295149635,0.6443768996960486
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,2,3,0.5318395386616174,0.47127295015741233,0.5474683544303798
single__meta_prompting__individual__sentence__linear_svm__C0.25__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,0.25,all,2,4,0.4881811812961094,0.41669222756031055,0.4984025559105431
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,0,0,0.5974999030253917,0.43102824065450124,0.5911949685534591
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,0,1,0.52610059912705,0.4346582837746079,0.5292682926829269
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,0,2,0.5492371543971724,0.42082223188022394,0.558282208588957
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,0,3,0.4958162253452687,0.4182846249864322,0.5033112582781457
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,0,4,0.5216896161200274,0.4098019438841005,0.5268817204301075
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,1,0,0.5352184968579734,0.40480978704863574,0.5317919075144508
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,1,1,0.5371389733106834,0.444145509662751,0.5272108843537415
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,1,2,0.5185146999487102,0.43995491432910216,0.5304878048780488
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,1,3,0.628951420805535,0.48838596491228065,0.6366197183098592
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,1,4,0.5459202789551914,0.4595891155444366,0.5544871794871795
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,2,0,0.5458868680755243,0.41635301928063567,0.5325779036827195
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,2,1,0.5705620225761076,0.4723554949762677,0.5648148148148148
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,2,2,0.6356920272152657,0.4384134670512379,0.6413373860182371
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,2,3,0.5331278514532279,0.4742297183437651,0.5474683544303798
single__meta_prompting__individual__sentence__linear_svm__C1__kall,single__meta_prompting__individual__sentence,meta_prompting__individual__sentence,linear_svm,1.0,all,2,4,0.47808088867174464,0.4025770015043574,0.48562300319488816
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,0,0,0.6357919145402373,0.5182332166678271,0.6226415094339622
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,0,1,0.5250472066439515,0.4461547648828785,0.5121951219512195
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,0,2,0.5710894460630022,0.4889740967327174,0.5674846625766872
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,0,3,0.5136171292407786,0.4646411510602412,0.5033112582781457
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,0,4,0.5568227073603417,0.47694456945694563,0.5448028673835126
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,1,0,0.5566006005341916,0.44828948285734654,0.5433526011560693
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,1,1,0.5226161661687421,0.45277924001664915,0.4931972789115646
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,1,2,0.590434549806887,0.5571174731382155,0.5884146341463414
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,1,3,0.5902545618250808,0.48900823301508234,0.5690140845070423
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,1,4,0.5789234232264123,0.4977301430818916,0.5801282051282052
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,2,0,0.56418049634883,0.4620325178186928,0.5382436260623229
